state,statefip,county,countyfip,tract,18under1990,18under2000,18under2010,18under2020,18over1990,18over2000,18over2010,18over2020,housing1990,housing2000,housing2010,housing2020,poptract1990,poptract2000,poptract2010,poptract2020,hl1990,hl2000,hl2010,hl2020,white1990,white2000,white2010,white2020,black1990,black2000,black2010,black2020,aian1990,aian2000,aian2010,aian2020,asian1990,asian2000,asian2010,asian2020,nhpi1990,nhpi2000,nhpi2010,nhpi2020,gqi1990,gqi2000,gqi2010,gqi2020,gqni1990,gqni2000,gqni2010,gqni2020
Washington,53,Thurston County,67,10300,1054.6,946.65,890,976,3798.62,4199.44,4174,4506,2352.19,2405.04,2495,2619,4853.22,5146.09,5064,5482,144.97,249.75,449,702,4501.34,4485.21,4358,4196,61.96,96.97,91,134,69.98,110.94,73,86,177.97,132.98,83,105,3.99,7,21,24,27,18,23,98,40,253,130,190
Washington,53,Spokane County,63,10301,880,1116,1167,1250.12,1875,2409,3099,3800.05,1127,1413,1768,2148.37,2755,3525,4266,5050.17,31,89,158,200.12,2689,3348,3939,4471.05,5,11,15,47,38,48,64,56,13,5,14,33,1,2,10,14,9,15,0,0,0,25,13,20
Washington,53,Whatcom County,73,10301,1753.02,1980,1839,1972,3779.05,4470,4953,5462,1954.02,2317,2555,2783,5532.06,6450,6792,7434,257,557,838,1161,5349.06,5886,6031,6011,10,12,45,39,40,33,60,44,44,90,96,117,1,0,31,16,0,0,0,0,42,13,38,2
Washington,53,Whatcom County,73,10302,658.98,842,1109,1206.86,1663.95,2434,3374,3907.11,867.98,1408,1963,2196.11,2322.94,3276,4483,5113.97,77,180,385,505.11,2223.94,3037,4032,4288.83,2,16,26,43.03,15,16,29,30,41,70,127,184,0,0,5,7,147,0,0,0,10,103,33,29
Washington,53,Spokane County,63,10303,544,655,742,823.76,1389,1757,2280,2646.16,714,902,1158,1261.25,1933,2412,3022,3469.91,30,30,81,117.83,1902,2307,2862,3066.12,2,2,15,16,14,19,34,39.59,5,7,22,18,3,2,10,3,0,0,0,0,0,0,12,0
Washington,53,Whatcom County,73,10303,835,1287,1478,2255.14,1513,2750,3625,5380.89,766,1417,1822,2665.89,2348,4037,5103,7636.03,68,245,526,1139.89,2286,3742,4479,5924.17,3,6,26,78.97,24,15,81,52,9,83,151,312,0,0,9,25,0,0,116,118,6,5,7,0
Washington,53,Spokane County,63,10304,1153,1437,1382,1404.7,2438,3352,4423,4825.61,1335,1794,2358,2474.06,3591,4789,5805,6230.31,35,90,165,243.61,3514,4554,5434,5646.94,11,5,27,17,39,66,83,88.95,17,16,33,34.93,1,9,11,9,0,0,0,0,0,11,31,0
Washington,53,Spokane County,63,10305,842,1201,1699,1949,1784.99,2837,4280,5414,887,1427,2161,2614,2626.99,4038,5979,7363,40,65,118,275,2564.99,3903,5640,6500,2,2,23,44,30,39,48,72,18,19,85,106,2,2,2,7,18,0,16,16,0,33,21,4
Washington,53,Benton County,5,10400,853,983,978,935,2455,2560,2639,2796,1582,1570,1563,1570,3308,3543,3617,3731,106,213,375,630,3129,3227,3135,2832,41,52,53,36,32,44,52,46,33,57,56,69,0,2,5,19,0,0,0,0,0,0,0,0
Washington,53,Grant County,25,10400,1666.04,2115,2196,2488,3990.02,5168,5844,6387,2463.01,2968,3237,3500,5656.06,7283,8040,8875,221,713,1289,2263,5416.06,6618,6798,6383,13,28,64,62,38,47,86,161,46,50,99,79,6,8,8,0,56,226,300,222,1,4,0,0
Washington,53,Thurston County,67,10400,856.14,776.11,827,727,2568.39,2719.51,2686,2801,1400.18,1461.35,1497,1514,3424.53,3495.62,3513,3528,61.02,101.19,140,195,3295.43,3232.62,3166,3018,16.03,20.02,22,30,23.02,24.05,25,20,73.03,81,99,83,3.01,3,9,3,25,24,33,14,11,12,2,15
Washington,53,King County,33,10401,858.81,966.44,888,795,2840.89,3430.45,3544,3719,1237.17,1306.13,1482,1542,3699.7,4396.89,4432,4514,168.37,115.75,217,351,733.13,741.41,840,1099,815.33,677.71,625,429,35.95,39.96,29,21,1993.77,2637.81,2572,2386,42.93,59.72,29,10,0,0,0,0,41,245.84,61,51
Washington,53,Spokane County,63,10401,641,798,1080,1886,1489,3844,5166,7079,972,1186,1789,2748,2130,4642,6246,8965,51,456,517,1047,1894,3692,4913,6102,72,474,439,452,33,148,233,402,96,91,216,375,11,17,57,188,0,1822,2184,2131,0,236,0,0
Washington,53,Whatcom County,73,10401,1401,1835,1863,2055,3766,4774,6186,7294,2135,2708,3401,3785,5167,6609,8049,9349,109,314,463,777,4942,5941,7141,7502,30,60,84,90,47,69,74,118,89,198,299,469,10,25,73,93,65,54,52,53,5,1,0,34
Washington,53,King County,33,10402,926.33,1001.56,911,980,3141.7,3603.55,3758,4117,1440.2,1552.87,1684,1763,4068.03,4605.11,4669,5097,150.64,248.25,364,539,1330.23,1021.59,1227,1422,507.75,528.29,406,346,73.05,54.04,33,67,2080.52,2604.19,2515,2418,36.08,60.28,40,19,0,0,0,0,0,13.16,34,57
Washington,53,Spokane County,63,10402,1182,1571,1654,1718.17,2773,4249,5283,6186.2,1451,2158,2701,2956.1,3955,5820,6937,7904.37,81,109,197,381.04,3831,5513,6517,6872.27,15,18,47,41.02,29,65,93,111.01,46,67,72,84,7,4,7,4,0,0,0,0,61,92,40,160
Washington,53,Whatcom County,73,10403,323,774,920,828,1347,2809,4210,5028,1722,2507,3255,3570,1670,3583,5130,5856,27,110,264,388,1621,3365,4677,4921,6,28,29,58,18,15,46,54,14,47,137,191,0,6,19,23,0,0,0,0,0,5,12,2
Washington,53,Whatcom County,73,10404,831,1009,1517,1471,2013,2990,4735,5648,1629,3711,3507,3601,2844,3999,6252,7119,100,173,444,675,2698,3704,5473,5671,19,44,61,55,51,42,98,117,30,60,201,267,0,4,13,12,0,0,7,4,42,1,1,0
Washington,53,Benton County,5,10500,841,996,891,971,2082,2061,2131,2183,1273,1195,1130,1157,2923,3057,3022,3154,115,185,311,483,2774,2690,2692,2440,17,63,28,56,19,24,36,31,41,80,67,56,2,2,5,13,6,6,37,36,4,22,53,86
Washington,53,Grant County,25,10500,712.01,889,823,807,1679.05,1958,2140,2534,1115.09,1278,1836,1845,2391.06,2847,2963,3341,246,765,1215,1611,2167.06,2304,2121,1767,0,8,27,6,5,20,20,51,26,25,9,19,1,12,1,0,0,0,0,0,80,0,0,182
Washington,53,King County,33,10500,758,764,852,1156,4520,4717,5490,8916,2570,2778,3533,5933,5278,5481,6342,10072,168,299,319,849,4881,4689,5360,7286,109,161,136,358,47,52,51,53,154,237,355,954,30,32,26,24,401,358,272,235,0,0,0,0
Washington,53,Spokane County,63,10501,1769,1873,2135,2405,3907,4891,5770,7562,1976,2560,3127,3896,5676,6764,7905,9967,101,151,255,556,5510,6385,7215,8476,45,35,79,140,35,63,111,91,63,110,158,186,2,12,20,82,0,7,40,327,0,22,29,56
Washington,53,Whatcom County,73,10501,1014,1675,2016,2254,2602,3924,5258,7093,1390,2100,2792,3513,3616,5599,7274,9347,144,330,570,920,3354,5005,6319,7330,8,32,79,86,114,155,133,162,47,85,266,485,1,9,10,34,12,0,10,41,36,75,57,55
Washington,53,Whatcom County,73,10502,1315,1981,2111,2276,3176,4222,5315,6733,1744,2339,2900,3387,4491,6203,7426,9009,240,640,1001,1496,4145,5232,6234,6465,16,47,70,103,141,146,190,253,35,132,159,478,4,14,13,55,68,0,4,11,13,0,9,25
Washington,53,Spokane County,63,10503,1438,1573,1859,2296.31,2968,3719,4842,7156.27,1409,1816,2427,3648.24,4406,5292,6701,9452.58,80,98,184,505,4300,5056,6283,8202.27,16,19,32,97,27,35,44,66,46,59,143,197,2,3,10,18.1,0,0,0,2,0,0,0,29
Washington,53,Spokane County,63,10504,640,1008,933,909,1261.01,2269,2613,2892,629.01,1195,1370,1452,1901.02,3277,3546,3801,13,56,92,169,1860.02,3142,3387,3379,4,17,12,25,25,33,36,27,6,19,12,47,5,5,5,2,0,0,0,0,0,8,0,0
Washington,53,Thurston County,67,10510,153.29,279.27,265,558,958.8,1246.61,1438,2808,612.38,804.32,1026,1770,1112.1,1525.88,1703,3366,17.05,139.03,80,404,1049.04,1268.8,1477,2447,15,60.01,39,174,10,27,24,67,35.06,52.05,60,153,0,5,14,37,98.99,53.98,185,113,0,89.98,9,94
Washington,53,Thurston County,67,10520,711.54,1080.71,1062,1224,3245.57,4419.02,4973,5504,2161.52,2589.56,2917,3138,3957.11,5499.73,6035,6728,108.61,360.38,484,665,3680.02,4537.64,4821,4748,69.65,180.73,174,341,56.85,90.89,73,112,120.59,306.92,425,416,4,14.96,25,64,162,480,448,261,0,0,17,256
Washington,53,Benton County,5,10600,1056,1069,1128,1097,2602,2597,3168,3454,1528,1597,1832,2011,3658,3666,4296,4551,145,218,476,878,3381,3285,3707,3371,88,87,75,88,43,19,44,61,61,77,99,107,4,12,7,9,102,62,55,45,8,7,21,24
Washington,53,Grant County,25,10600,1264,1870,2505,2543,2606,3317,4343,5058,1400,1582,2046,2442,3870,5187,6848,7601,1488,3393,5097,5888,3070,3390,3739,2417,9,12,26,22,21,62,58,109,49,26,46,68,2,3,12,3,6,26,19,0,27,54,7,23
Washington,53,King County,33,10600,1137,1092,1187,1345,5755,5983,6123,6720,3488,3657,3826,3988,6892,7075,7310,8065,193,267,401,550,6221,6067,6130,6243,201,263,243,209,84,61,48,66,281,273,352,458,18,26,11,25,0,0,0,0,22,9,8,34
Washington,53,Thurston County,67,10600,1364.36,1339,1041,1210,3710.39,4451,4919,5264,2168.83,2547,2698,2845,5074.75,5790,5960,6474,142.02,201,370,578,4397.69,4629,4803,4686,52.01,62,127,162,67.01,55,56,100,505.03,738,561,537,21,7,23,31,0,0,8,0,1,4,3,26
Washington,53,Whatcom County,73,10600,1670.54,1672,1642,1578,3451.4,4023,4838,5479,1770.12,2032,2426,2592,5121.94,5695,6480,7057,176,365,752,962,4896.98,5158,5496,5399,19,27,25,37,65.96,85,116,111,77.99,128,214,399,1,2,15,9,14,4,0,0,0,12,14,14
Washington,53,Spokane County,63,10601,664.42,1019,796,866.49,1418.28,2529,2694,2982.94,685.65,1255,1387,1474.43,2082.69,3548,3490,3849.43,33.08,64,104,193.17,2013.5,3363,3249,3288.19,19.08,28,34,43.07,14.06,22,25,54,27.05,56,45,61.47,3,11,4,6.7,0,0,56,25.38,0,111,0,0
Washington,53,Spokane County,63,10602,1531.41,1939,1796,1857.28,2866.49,4390,5622,6630.12,1377.55,2103,2887,3304.87,4397.9,6329,7418,8487.4,44.46,118,281,402.41,4247.87,6027,6835,7252.13,24.92,52,67,137.03,25.94,21,61,92.88,76.03,130,172,195.23,11.15,6,25,20.15,0,0,6,12.7,0,50,32,30.26
Washington,53,Grant County,25,10700,630.99,963,774,932,1331.95,1962,1981,2395,989.91,1357,1499,1707,1962.94,2925,2755,3327,175,715,1015,1508,1840.94,2490,1912,1866,0,9,7,9,1,5,15,40,12,24,18,20,1,0,1,2,0,0,0,0,2,0,4,0
Washington,53,Spokane County,63,10700,259,548,1944,2671.15,719,1276,3979,6142.18,345,650,2038,2957.25,978.01,1824,5923,8813.33,10,27,210,460.43,962.01,1717,5351,7328.4,2,4,68,106.71,3,7,46,92.82,8,54,222,438,1,3,15,23.6,0,0,0,0.34,0,11,0,0
Washington,53,Thurston County,67,10700,843,1419,1396,1566,2225,3333,4026,4678,1191,1793,2110,2369,3068,4752,5422,6244,58,157,264,452,2885,4086,4534,4629,13,49,87,120,23,46,41,41,120,325,461,599,8,12,10,27,0,0,0,0,0,0,13,32
Washington,53,Benton County,5,10701,219.28,548.05,536,517.01,482.49,1178.35,1602,1776.01,252.04,610.68,803,878.17,701.77,1726.41,2138,2293.01,23.62,97.82,191,286.14,666.51,1606.8,1932,1874.37,2,2,21,8.96,14,16,20,24.24,4.67,46,42,35.12,0,0,3,1,0,0,0,0,0,0,0,0
Washington,53,King County,33,10701,796,986,864,976.6,1764,2207,2521,3186.85,1007,1155,1393,1709.3,2560,3193,3385,4163.45,157,490,432,482.56,1247,1143,1472,1928.49,536,581,845,864.84,78,75,31,50.62,536,729,550,580.68,73,49,51,20.31,0,42,53,46,0,0,0,57
Washington,53,Whatcom County,73,10701,1589.64,1776,1561,1499,3422.95,3988,4636,5095,1686.86,2010,2263,2368,5012.59,5764,6197,6594,283,410,711,829,4830.59,5317,5430,5274,9,19,33,33,39,39,39,68,25,90,151,257,2,1,5,0,0,0,0,0,34,0,3,89
Washington,53,King County,33,10702,1244,1171,1309,1352.4,1723,1776,2370,3141.15,1073,1053,1412,1754.7,2967,2947,3679,4493.55,243,227,298,358.44,1025,756,1273,1568.51,803,742,1474,1684.16,171,76,54,34.38,777,903,508,609.32,110,79,68,33.69,0,0,0,0,0,0,5,7
Washington,53,Whatcom County,73,10702,1013.36,1243,1196,1256,1856.05,2457,3186,3526,958.14,1258,1569,1680,2869.41,3700,4382,4782,171,428,722,703,2474.41,2993,3285,3393,2,13,9,20,317,329,389,409,27,37,43,61,11,6,1,8,0,0,0,0,3,0,7,12
Washington,53,Benton County,5,10703,539.08,825.94,651,852.29,1583.89,2071.6,2152,2642.78,940.93,1199.29,1182,1365.61,2122.97,2897.54,2803,3495.07,51.49,151.18,221,815.82,2055.85,2723.15,2495,2498.3,10,12,20,23.04,12,22,49,30,22,25,34,39,0,2,10,5,0,0,0,0,0,0,0,0
Washington,53,Benton County,5,10705,470.3,1492.74,1615,1499.03,886.75,2762.63,3653,3984.5,445.81,1381.3,1816,1950.32,1357.04,4255.37,5268,5483.52,32.77,173.27,310,514.63,1285.75,3996.15,4860,4614.59,17.59,26.54,47,38.98,8,12,53,35.53,22.53,76.24,87,108.53,6,1,12,4,0,0,0,0,7.18,8,0,5
Washington,53,Benton County,5,10707,29.65,196.6,808,1183.58,61.36,341.63,1683,2509.94,31.61,179.06,860,1205.35,91.01,538.23,2491,3693.52,5.02,26.28,172,347.41,85.53,484.32,2227,3114.11,0.6,2.57,17,28,0,0,26,35,1.9,12.79,64,91.06,0,0,1,3,0,0,0,0,1.21,0,0,0
Washington,53,Benton County,5,10708,370.69,519.67,652,1264.12,889.52,1319.79,1788,3354.27,517.6,778.68,949,1651.87,1260.21,1839.46,2440,4618.39,41.09,80.44,194,596.63,1195.36,1713.59,2198,3727.22,10.81,7.89,17,51,8,14,18,26.76,29.9,32.97,56,114.82,0,0,0,6,0,0,0,0,1.61,0,0,0
Washington,53,Grant County,25,10800,1531,1768,1579,1463,2275,2645,3130,3144,1279,1344,1501,1567,3806,4413,4709,4607,606,1052,1529,1893,3049,3223,3333,2559,172,213,178,84,76,76,126,110,48,34,73,23,3,2,5,10,0,0,12,0,190,304,422,179
Washington,53,King County,33,10800,1044,1148,1061,1046,2547,3170,3535,4015.04,1253,1474,1759,1901,3591,4318,4596,5061.04,239,293,376,489,2265,2008,2397,2634.47,287,440,481,434,135,75,64,74,715,1188,1126,1092.56,75,118,74,43,0,0,10,6,13,0,3,33.04
Washington,53,Spokane County,63,10800,547,491,476,473,1670,1743,1731,1835,1029,1047,1044,1074,2217,2234,2207,2308,41,50,98,142,2125,2017,1952,1817,22,33,26,59,19,23,61,39,36,64,54,46,8,7,5,28,32,65,20,12,0,31,32,49
Washington,53,Thurston County,67,10800,1553.91,1593,1415,1455,4440.91,4650,4894,5736,2638.96,2805,3018,3348,5994.82,6243,6309,7191,185,299,418,610,5659.82,5620,5412,5558,43,63,106,165,79,95,78,77,114,151,215,314,7,15,32,42,0,0,0,0,0,45,6,37
Washington,53,Benton County,5,10803,501.11,999,1774,2729.97,1156.09,2304,4916,7292.5,592.1,1282,2625,3811.68,1657.2,3303,6690,10022.48,35.73,175,456,1164.37,1570.26,3049,5979,7607.41,30,42,71,131.02,3.87,15,41,70.47,40.08,102,308,781.47,1,0,1,20,0,0,0,0,0,0,0,0
Washington,53,Benton County,5,10805,708.44,1322,1351,1646,1728.84,3115,4566,5701,974.49,1683,2576,3145,2437.28,4437,5917,7347,111.27,225,446,881,2254.18,3896,5012,5683,25,54,83,116,28.13,28,38,36,83.96,277,405,433,0,9,8,27,0,0,0,0,9,0,0,0
Washington,53,Benton County,5,10807,116.48,207,314,445.75,197.99,437,768,1127.47,102.93,216,372,554.35,314.47,644,1082,1573.22,10.73,47,87,232.07,305.59,598,975,1268.69,1.05,7,4,7,0.31,0,10,9.22,6.52,4,17,38,0,0,0,4,0,0,0,0,0,0,0,0
Washington,53,Benton County,5,10809,927.44,1385.72,1468,1628.77,1821.96,3450.98,4547,5142.07,1038.48,1982.4,2614,2836.1,2749.4,4836.7,6015,6770.84,132.97,308.74,773,1591.24,2524.51,4276.37,5072,4738.1,37.96,55.94,97,125.72,18.99,52.94,46,84.44,86.96,165.78,232,265.44,1,3.99,13,18,0,0,0,0,0,7,3,8
Washington,53,Benton County,5,10810,603.29,872.28,1051,1233.24,1608.53,2283.02,3497,4218.62,831.84,1212.6,2058,2376.08,2211.82,3155.3,4548,5451.86,39.05,93.26,284,523.93,2111.67,2954.63,4110,4461.05,17.07,37.06,43,48.28,12.01,9.06,25,27.56,52.04,75.22,142,242.72,0,1.01,6,17.99,0,0,0,0,0,0,0,0
Washington,53,Benton County,5,10811,327.42,580,836,1531,512.52,1098,2264,3998.31,246.6,511,1098,1921.82,839.94,1678,3100,5529.3,6.87,45,145,475.84,820.45,1605,2814,4528.85,10.96,1,23,41,3.09,6,18,27.01,3.44,19,120,293.85,2,2,6,14.01,0,0,0,0,0,0,0,0
Washington,53,Benton County,5,10813,1275.14,1426,2303,3975,2514.61,3451,6985,11225,1238.36,1734,3765,6049,3789.75,4877,9288,15200,44.5,146,703,2078,3667.75,4599,8355,11816,25,29,67,192,11,11,59,156,68,105,271,590,4,4,13,21,0,0,0,0,0,6,2,0
Washington,53,Benton County,5,10814,188.67,404,914,1595,313.47,763,1930,3534,162.21,381,921,1614,502.14,1167,2844,5129,9.87,69,144,406,492.59,1077,2645,4398,4.96,4,16,46,0.59,15,18,30,1,1,43,106,0,0,3,1,0,0,0,0,0,0,0,0
Washington,53,King County,33,10900,234,181,163,155,1004,1000,1124,1302,671,667,675,802,1238,1181,1287,1457,152,174,158,142,856,724,904,950,102,78,95,90,79,30,25,14,100,163,126,166,21,19,4,2,0,0,0,0,18,19,84,41
Washington,53,Spokane County,63,10900,831,768,784,931.83,3478,3449,4155,4457.2,1466,1414,1514,1589.29,4308.99,4217,4939,5389.03,58,99,261,315.59,4153.99,3911,4484,4352.94,14,49,89,129.79,43,59,51,53.47,70,47,77,193.56,8,45,6,54,0,0,0,19,659,832,1218,1172
Washington,53,Whatcom County,73,10900,134,153,131,109,486,669,833,825,559,742,964,899,620,822,964,934,2,6,33,27,608,788,907,837,1,4,6,1,5,6,9,9,6,4,6,10,0,0,2,0,0,0,0,0,0,0,0,0
Washington,53,Benton County,5,10901,1096,1238,1485,1555,3426.75,3656,4692,4883,2167.25,2208,2376,2576,4522.75,4894,6177,6438,316.5,640,1524,2121,4128.25,4197,4697,3953,87,71,261,212,31,33,55,111,61.25,61,131,116,4,11,6,23,107,303,694,423,18,37,51,55
Washington,53,Grant County,25,10901,346.82,391,361,401,650.05,824,945,1189,370.83,465,521,588,996.88,1215,1306,1590,164.02,307,323,544,859.46,969,1048,1050,9,9,7,5,6,12,14,19,14,11,9,19,0,0,0,7,0,0,0,0,0,0,0,0
Washington,53,Benton County,5,10902,1235,1247,1455,1481,2806,3146,3452,3711,1746,1815,1896,1967,4041,4393,4907,5192,268,591,1541,2011,3725,3757,3596,2988,20,41,69,83,35,35,39,56,91,104,101,128,0,3,7,9,0,0,0,0,15,2,7,0
Washington,53,Grant County,25,10902,1852.18,2431,3003,3435,4292.95,5551,6909,8374,2527.17,3211,3820,4530,6145.12,7982,9912,11809,975.98,2063,3324,4917,5120.54,5922,7415,7081,118,170,177,160,87,115,107,183,66,60,87,267,0,1,6,19,0,0,12,52,0,2,7,33
Washington,53,Thurston County,67,10910,769.46,1260.29,1403,1755,1969.57,3961.98,5164,6382,1161.62,2478.44,3057,3557,2739.02,5222.27,6567,8137,70.39,214.62,435,823,2566.11,4369.36,5387,5776,26.35,111.27,148,276,29.15,53.11,66,116,94.41,362.08,435,638,6,32.04,49,61,76,64,38,2,0,0,24,28
Washington,53,Thurston County,67,10920,778.09,754,696,944,2718.09,3053,3426,4387,1553.04,1793,2011,2505,3496.18,3807,4122,5331,52,97,199,422,3387.18,3495,3709,4269,20,46,51,154,36,46,60,78,31,79,101,186,2,2,7,39,168,0,79,41,0,112,57,133
Washington,53,Grant County,25,11000,1859,2619,3292,3769.08,4134,5789,7795,9746.62,2163,3076,4169,5159.31,5993,8408,11087,13515.69,926,1603,2507,3810,5105,6916,8989,9404.46,101,93,105,126,36,68,81,160,144,165,183,304,9,8,23,29,209,228,123,158,16,28,21,32
Washington,53,Spokane County,63,11000,909,793,838,811,2559,2482,2745,2945,1356,1413,1534,1615,3468,3275,3583,3756,35,77,175,270,3336,3047,3153,3073,38,54,53,70,43,53,37,52,33,31,41,77,2,1,81,27,0,0,0,0,0,0,0,0
Washington,53,Thurston County,67,11000,1164.71,1258.73,1012,925,3034.06,3706.39,3867,4160,1673.48,2049.68,2107,2187,4198.77,4965.12,4879,5085,107.95,126.97,195,359,4021.83,4609.2,4425,4199,17,21.99,34,31,33,34,47,69,95.94,115.95,110,138,3,7,9,16,0.01,0.02,0,0,54,0.02,0,35
Washington,53,Whatcom County,73,11000,143,273,192,116,780,1035,1122,1075,1682,1820,2068,2175,923,1308,1314,1191,22,17,32,57,906,1241,1208,1031,3,8,10,3,10,10,11,3,2,26,59,51,0,1,0,4,0,0,0,0,0,0,0,0
Washington,53,Benton County,5,11001,1151,1171,1275,1405,3226.25,3421,3700,4092,1940.75,2125,2166,2267,4377.25,4592,4975,5497,248.5,481,1190,1952,4040.75,3928,3833,3316,75,37,120,168,55,38,37,62,63.75,102,124,117,8,3,3,43,49,0,0,9,0,0,36,19
Washington,53,King County,33,11001,1140.32,703.01,1260,1161.52,1828.6,1802.03,3274,3634.3,1060.03,940.07,1653,1737.1,2968.92,2505.03,4534,4795.82,146.18,239.04,290,249.58,372.42,266.77,668,738.07,1099.22,503.06,1465,1553.23,93.18,17,16,29.03,1138.99,1398.49,1981,2053.73,165.42,64.91,43,8.09,0,0,0,9,0,9,112,44
Washington,53,Benton County,5,11002,1126,1275,1193,1402,2688,3032,3282,3636,1669,1855,1923,2081,3814,4307,4475,5038,261,674,1041,1984,3488,3555,3487,2927,57,74,96,77,23,47,36,50,48,91,80,112,5,0,0,43,0,0,0,0,0,5,6,18
Washington,53,King County,33,11002,1075.68,1161.99,1288,1191,2211.4,2592.97,3191,3399,1111.97,1089.93,1298,1320,3287.08,3754.97,4479,4590,147.82,128.96,187,252,624.58,351.23,436,511,974.78,919.94,1140,1173,94.82,23,20,23,1488.01,2055.51,2547,2464,60.58,89.09,26,21,0,0,0,0,12,11,22,0
Washington,53,Benton County,5,11100,1902,1871,2082,2101,4085,4519,5283,5737,2219,2453,2722,2858,5987,6390,7365,7838,383,779,1664,2530,5591,5520,5915,5098,36,71,107,125,37,59,63,86,68,103,94,103,9,7,20,40,0,4,30,28,0,5,0,4
Washington,53,Grant County,25,11100,1085,1355,1925,2035.01,3232,4091,5104,5967.15,2057,2603,3216,3573.1,4317,5446,7029,8002.16,810,1344,2076,2601,3512,4260,5401,5242.15,87,107,146,143.01,28,57,95,89,61,82,87,184,4,4,4,14,0,0,0,0,5,17,18,36
Washington,53,Thurston County,67,11100,568.64,572,779,1028,1815.61,1893,2789,3549,996.17,1080,1550,1892,2384.25,2465,3568,4577,62.98,78,203,378,2265.31,2158,2933,3291,15.99,35,81,151,8.99,19,27,40,73.97,136,290,392,2,22,24,20,0,0,0,0,0,0,18,0
Washington,53,King County,33,11101,1209,1179,955,1030.48,2822,3381,3435,4710.7,1413,1441,1513,2345.9,4031,4560,4390,5741.18,200,248,252,482.42,580,530,656,1320.93,1610,1330,1193,1411.77,63,39,13,31.97,1621,2073,2098,2267.27,85,108,89,40.91,0,0,0,0,0,67,13,15
Washington,53,Spokane County,63,11101,877,1052,1039,1198,3554,4091,4705,4930,2235,2732,3052,3109,4431,5143,5744,6128,101,141,355,534,4179,4561,4908,4337,55,97,115,248,51,88,129,122,91,117,141,244,15,52,93,319,213,141,160,186,0,0,217,14
Washington,53,King County,33,11102,1278,1110,1054,1055,2873,3250,3365,3597,1437,1464,1590,1739,4151,4360,4419,4652,220,470,504,550,1677,1660,1938,1946,847,650,724,835,32,24,14,42,1400,1439,1216,976,91,49,36,18,142,196,168,133,10,12,7,12
Washington,53,Spokane County,63,11102,1040,980,928,854,2255,2517,2840,3020,1403,1504,1693,1696,3295,3497,3768,3874,81,129,214,290,3064,3137,3260,2868,42,67,55,93,41,32,87,70,106,115,91,152,10,2,66,129,0,87,114,83,0,0,5,25
Washington,53,Benton County,5,11200,1779.71,2619,3199,2678.9,3679.64,4712,5353,5052.37,2289.55,2847,2981,2837.45,5459.35,7331,8552,7731.27,1316.39,2907,4785,4076.87,4038.96,4566,5002,3388.54,94,121,239,296.98,58,107,89,107.97,148,123,268,388,10,10,26,118.96,117,106,98,57,0,21,0,0
Washington,53,Grant County,25,11200,896.96,1369,1426,1612.99,1735.98,2837,3539,4518.85,953.99,1473,1879,2232.9,2632.94,4206,4965,6131.84,105,506,848,1618,2557.94,3797,4207,4527.85,3,5,21,29.99,10,32,43,60,19,23,31,53,0,3,3,0,13,23,23,0,0,3,6,77
Washington,53,King County,33,11200,760.66,1031.5,968,782,2051.38,2684.03,2938,2974.61,1232.5,1303.5,1490,1483,2812.04,3715.53,3906,3756.61,419.85,1377.94,1457,1177.62,1877.47,1625.69,1742,1416.12,237.81,312,402,374.43,95.91,73.97,75,104,339.93,523.9,617,591.44,24.99,51,62,46,0,76,98,25,27,0,0,88.61
Washington,53,Thurston County,67,11200,651.93,891.99,870,949,2920.69,3415.89,4090,4675,1839.99,2154.99,2397,2633,3572.63,4307.88,4960,5624,140,299.99,498,831,3190.63,3397.91,3695,3469,108,159,202,321,53,90,67,71,180,296.99,362,414,18,46,49,278,0,0,0,25,155.64,139.9,498,574
Washington,53,Spokane County,63,11201,451,717,1453,1555,1764,3411,5758,6304,1108,2296,3758,3871,2215,4128,7211,7859,40,127,338,493,2122,3707,6160,5849,4,39,102,262,67,64,120,142,12,74,352,558,0,15,121,131,0,117,103,85,2,0,0,0
Washington,53,Spokane County,63,11202,1044,1136,931,961,2390,2873,3099,3306,1293,1569,1671,1654,3434,4009,4030,4267,104,103,154,256,3320,3827,3774,3635,18,14,20,16,53,56,42,50,16,24,21,27,0,1,4,20,0,0,0,0,68,30,40,49
Washington,53,Benton County,5,11300,1162.29,1457.99,1484,1341.1,2858.78,3337.69,3583,3584.63,1821.02,1936.99,1881,1818.55,4021.07,4795.68,5067,4925.73,538.61,1369,2177,2511.13,3497.46,3499.68,3575,2596.46,15,43,53,79.02,45,61,46,92.03,37,84,71,99,3,8,16,13.04,0,21,38,40,0,10,4,13
Washington,53,Grant County,25,11300,1001,1373,1378,1125.06,1677,2364,2560,2563.09,939,1221,1293,1301.03,2678,3737,3938,3688.15,1110,2042,2434,2350.03,1547,2043,2291,1673.12,13,5,13,23,12,31,28,38,38,27,24,28,0,0,0,1,0,0,0,0,0,0,0,0
Washington,53,King County,33,11300,1301,1549,1250,1210,4061,4426,4734,5371.35,2137,2262,2863,2887,5362,5975,5984,6581.35,336,571,878,979.38,3922,3227,3339,3492.41,357,605,422,592.57,131,94,125,106,769,1199,1212,1015,57,93,89,67,19,20,4,0,2,6,14,46.35
